Alice,Bob,Eve1-Alice,Eve1-Bob,Alice_Filtered,Bob_Filtered,Eve1-Alice_Filtered,Eve1-Bob_Filtered
-76,-75,-32,-82,-75.83616152641959,-75.52742639155663,-31.471014122263004,-83.4547420436571
-76,-77,-31,-82,-75.85363836596665,-75.70162990092842,-31.421776787064807,-83.40504253362711
-75,-77,-31,-81,-75.76231214688897,-75.85407036542804,-31.377613966653566,-83.32270637580949
-74,-76,-32,-82,-75.57378314920193,-75.87113002440871,-31.442895636963534,-83.27739838121224
-77,-76,-31,-81,-75.72495806337314,-75.88625555137877,-31.39639905128862,-83.19922037363543
-77,-76,-31,-82,-75.85956335379613,-75.89965271364862,-31.35471609092323,-83.15802375662005
-76,-76,-31,-81,-75.87435809662917,-75.9115089794197,-31.317352126548386,-83.08372637595261
-77,-77,-31,-82,-75.9934354778453,-76.0404815244492,-31.283864451658378,-83.04638303122643
-76,-77,-31,-83,-75.9941291646985,-76.15383763659679,-31.253856168093808,-83.04478119389883
-77,-77,-31,-82,-76.10082491389748,-76.25367226761406,-31.226971040015016,-83.00860490244698
-77,-77,-31,-82,-76.19615994247032,-76.34171373941629,-31.202889091325545,-82.97360709133515
-77,-78,-31,-82,-76.28141748201253,-76.53745606133944,-31.181322787709544,-82.93975280840147
-77,-78,-31,-85,-76.35770286419228,-76.70845078803374,-31.1620136895081,-83.01154023968029
-77,-79,-31,-86,-76.42597953455406,-76.97486736925995,-31.144729492505117,-83.11574585233424
-79,-79,-31,-82,-76.700032593972,-77.205885390937,-31.12926139492517,-83.07688379955258
-79,-79,-31,-82,-76.93969894490108,-77.4081794012904,-31.115421743662,-83.03930173716569
-79,-78,-31,-82,-77.15138724884561,-77.47446156433841,-31.103041923050682,-83.00296059317105
-79,-78,-31,-87,-77.33963575930788,-77.53366833958225,-31.091970456786907,-83.14299481072798
-79,-77,-31,-86,-77.50781734825725,-77.47323581246876,-31.082071298843918,-83.24269717206931
-78,-77,-31,-86,-77.55753315373735,-77.4194196367674,-31.0732222930916,-83.3388525715433
-78,-77,-31,-86,-77.60248766041856,-77.37154175169519,-31.065313784222855,-83.4316142550267
-77,-77,-31,-84,-77.5409633379717,-77.32898311093031,-31.058247364836106,-83.45142300551369
-77,-76,-33,-83,-77.48551307019743,-77.17627549664061,-31.268686852280617,-83.4356522387428
-77,-77,-33,-86,-77.43557358075054,-77.15610464168932,-31.454033049470397,-83.52545531469801
-77,-77,-31,-89,-77.39062691853587,-77.13817738484231,-31.40581042306496,-83.71715185212717
-76,-77,-33,-94,-77.24670110943913,-77.12225810502251,-31.575645400718653,-84.07398685206958
-78,-77,-31,-95,-77.32440784800767,-77.10813235471869,-31.514672095337936,-84.43950970674783
-78,-77,-31,-88,-77.39421391442939,-77.09560599970082,-31.46000694908517,-84.55410252079199
-77,-77,-31,-89,-77.35340696893792,-77.08450403042752,-31.411018829438273,-84.69729677617163
-78,-78,-31,-90,-77.42051638791719,-77.19105217731882,-31.36713694986816,-84.86777961594998
-77,-78,-31,-91,-77.37680570330159,-77.28506850534646,-31.32784525120032,-85.0640191055637
-78,-78,-31,-91,-77.44172607137291,-77.36812808210921,-31.292677416526644,-85.25252375214019
-78,-77,-31,-89,-77.49995916281843,-77.32534418539785,-31.261212379196397,-85.37074983085208
-78,-78,-31,-84,-77.55219545666898,-77.40390689054657,-31.233070234596862,-85.3274745435941
-78,-78,-31,-89,-77.59905006856174,-77.473354483363,-31.20790849798707,-85.44395924279839
-78,-75,-33,-90,-77.64107278773974,-77.1849302461846,-31.401762191121602,-85.588551527749
-78,-76,-31,-90,-77.67875616954143,-77.04987699751084,-31.358708331847424,-85.72829187778918
-78,-75,-33,-90,-77.7125422100791,-76.81645462854846,-31.535033898335005,-85.86341295915267
-75,-75,-31,-89,-77.42675630197382,-76.6121221589557,-31.477936868643162,-85.96252722715323
-75,-74,-31,-90,-77.17675623187552,-76.3204369887156,-31.426806586127423,-86.09032503660104
-75,-75,-31,-90,-76.95583737337397,-76.17595748105948,-31.381037046271903,-86.21401572215787
-75,-74,-33,-91,-76.75925432090688,-75.93760288108138,-31.555049811040707,-86.3654002064933
-75,-75,-31,-90,-76.58348493539062,-75.83599235723061,-31.49577213411177,-86.48006038043968
-75,-74,-31,-89,-76.42580696261176,-75.63614268036417,-31.44270378495649,-86.55959453315045
-75,-74,-31,-89,-76.28404250474424,-75.45906393927041,-31.395209561753223,-86.63681752721467
-75,-74,-32,-88,-76.15639787493772,-75.30161115683583,-31.4602346529414,-86.6800643988676
-75,-75,-32,-81,-76.04136010178242,-75.26909601651849,-31.518349468374808,-86.49919175478884
-75,-74,-31,-81,-75.93762826277171,-75.13145257068628,-31.462454039617768,-86.32512011776852
-75,-74,-31,-81,-75.84406681790149,-75.00878401256739,-31.412510394230598,-86.15741644520074
-75,-74,-31,-81,-75.75967313791203,-74.89935001105881,-31.367888818898134,-85.99569663258697
-75,-74,-33,-81,-75.68355434747681,-74.80166678215141,-31.544729330176537,-85.8396181872031
-75,-74,-31,-80,-75.6149103681849,-74.71444949551451,-31.48611793351533,-85.65772627214783
-74,-74,-31,-81,-75.4523735831506,-74.63657272814855,-31.433713856110852,-85.51346916683312
-74,-74,-31,-81,-75.30683975964902,-74.56704247509894,-31.38686943958885,-85.37393037881587
-74,-74,-31,-80,-75.17622085471709,-74.50497568777631,-31.345004730868165,-85.20801743570398
-74,-74,-31,-80,-75.05879577461504,-74.44958479764702,-31.307599800068093,-85.04784438552072
-74,-74,-31,-80,-74.95311477490402,-74.40016560264743,-31.27418822793569,-84.89309608077436
-74,-74,-33,-80,-74.8579349431426,-74.35608747176988,-31.461988439711693,-84.74348910979107
-74,-74,-31,-80,-74.77217561267284,-74.3167851907706,-31.412118194183297,-84.59876742132677
-74,-74,-31,-80,-74.6948868284564,-74.28175200714547,-31.367534036539396,-84.45869865286107
-74,-74,-31,-80,-74.62522651118113,-74.25053358350746,-31.327689124970476,-84.32307103345765
-74,-74,-31,-80,-74.56244350747977,-74.22272266546553,-31.29209143066471,-84.19169075884935
-74,-74,-31,-80,-74.50586468071276,-74.19795433229088,-31.260298368548522,-84.06437975701269
-74,-74,-31,-80,-74.4548848160645,-74.17590173845545,-31.231912003462785,-83.94097377848728
-74,-75,-31,-80,-74.40895851726029,-74.26786559900714,-31.20657473448573,-83.82132075820265
-74,-75,-31,-80,-74.36759353858159,-74.34951847291222,-31.18396538977343,-83.70527940542972
-74,-76,-31,-80,-74.33034517332247,-74.53360647027094,-31.163795682911278,-83.59271798629227
-74,-75,-31,-80,-74.29681143881743,-74.58524144064263,-31.145806993412876,-83.4835132695184
-75,-76,-31,-80,-74.36831822239871,-74.74219904294048,-31.129767441294224,-83.37754961113004
-75,-75,-33,-80,-74.43258902382036,-74.77067873269573,-31.335835924312207,-83.27471815782552
-76,-75,-31,-80,-74.59220232169682,-74.79608399794778,-31.299202214797766,-83.17491615210888
-76,-75,-33,-80,-74.73484174004818,-74.81873270018373,-31.48516860345355,-83.07804632491562
-75,-75,-31,-80,-74.76162443484951,-74.83891309674557,-31.432492710863308,-82.98401636370062
-76,-75,-33,-80,-74.88703752620852,-74.85688573740235,-31.603096665046102,-82.8927384457832
-76,-75,-33,-81,-74.99955122581511,-74.87288549942649,-31.754356059225398,-82.83476057018521
-76,-75,-31,-82,-75.10061535467662,-74.88712365682736,-31.67291333501172,-82.8091201537583
-76,-75,-31,-82,-75.19146982788476,-74.89978991358676,-31.600135482663873,-82.784182762962
-75,-75,-31,-83,-75.17211760201566,-74.91105435551621,-31.535107392658787,-82.79085613341199
-76,-76,-31,-83,-75.25601380448495,-75.03366544817779,-31.47701415761077,-82.79734457627669
-75,-75,-31,-83,-75.23005496151805,-75.02988397257016,-31.425127861391157,-82.80365176508344
-76,-75,-31,-83,-75.30830190914939,-75.02652054720201,-31.378797002400482,-82.80978141897982
-75,-75,-33,-83,-75.2769510549042,-75.02353008571055,-31.55580922198866,-82.81573728974884
-75,-75,-31,-83,-75.24873233538257,-75.02087212705585,-31.49549330116763,-82.8215231499935
-75,-75,-31,-83,-75.22334084688082,-75.01851042104131,-31.441618256628946,-82.82714278241454
-75,-75,-31,-82,-75.20050004201602,-75.01641253358724,-31.393508515485188,-82.80102947643928
-75,-75,-31,-83,-75.17995933770183,-75.01454947675288,-31.350558693317698,-82.80732615803943
-75,-75,-31,-82,-75.16149187665418,-75.01289536594304,-31.31222592789899,-82.7817134919679
-75,-75,-31,-83,-75.1448924424477,-75.01142710502154,-31.27802329075171,-82.788654307553
-75,-75,-31,-83,-75.12997552579228,-75.01012409893467,-31.247514030472583,-82.79539019916895
-75,-75,-31,-82,-75.11657353778357,-75.00896799274588,-31.220306481022984,-82.76998222204554
-75,-75,-31,-81,-75.1045351644101,-75.00794243556881,-31.196049519456253,-82.713325657577
-75,-75,-31,-81,-75.09372385553927,-75.00703286766796,-31.174428490695277,-82.65840973180123
-75,-75,-31,-81,-75.0840164409044,-75.00622632891158,-31.15516153842757,-82.6051822342215
-75,-75,-31,-81,-75.07530186521613,-75.00551128676246,-31.13799629514174,-82.55359268214032
-75,-75,-31,-82,-75.06748003436492,-75.0048774820492,-31.122706893514287,-82.53577598948176
-76,-74,-33,-82,-75.16448071247001,-74.88915571588589,-31.331012393458806,-82.51849901192013
-75,-74,-31,-82,-75.14738870608785,-74.7869727432937,-31.29463513907569,-82.50174722816811
-75,-75,-31,-82,-75.1320490921822,-74.8114303008815,-31.262183474053344,-82.48550638570765
-75,-75,-31,-82,-75.11828516293072,-74.83311797398696,-31.233246072898858,-82.46976250578422
-75,-76,-31,-82,-75.10593761252666,-74.96754883703953,-31.207452272370652,-82.45450188729168
-75,-76,-32,-82,-75.0948628916493,-75.08614761250585,-31.29525880437662,-82.43971110964803
-74,-75,-31,-82,-74.98024180298809,-75.07626656341787,-31.26254974037001,-82.42537703475486
-75,-76,-30,-82,-74.9823063735557,-75.18245952573648,-31.1224463604421,-82.41148680812718
-76,-76,-31,-83,-75.08883062310238,-75.27637127623558,-31.108901078669472,-82.43073595243239
-76,-76,-31,-81,-75.1840879032045,-75.35949323558042,-31.096827787214924,-82.3838652180451
-77,-76,-31,-83,-75.37384557760981,-75.43310386560704,-31.086071366021567,-82.40407195720204
-76,-76,-32,-81,-75.43881343560727,-75.4983106673718,-31.187788133219275,-82.35795345355326
-77,-76,-31,-82,-75.60105681237474,-75.55608053546673,-31.166905227987026,-82.3461832848976
-76,-76,-32,-81,-75.64234506833938,-75.60726238620286,-31.25971874321637,-82.30184912230396
-76,-77,-31,-81,-75.6794510979791,-75.76805609057284,-31.23079384673973,-82.25892835560254
-76,-77,-31,-82,-75.71278286180356,-75.90964327007923,-31.20504626638468,-82.25038225528006
-76,-76,-32,-83,-75.7427116510582,-75.9200012785289,-31.29387819188492,-82.27516176494775
-76,-77,-32,-83,-75.76957469310061,-76.04413922866907,-31.372764620398407,-82.29915511032861
-75,-76,-32,-85,-75.68907531411897,-76.03907301641708,-31.442857654331615,-82.38867968896822
-76,-76,-32,-85,-75.7216085511675,-76.03457683711284,-31.505158215863744,-82.47519807180468
-76,-76,-31,-85,-75.7507863902576,-76.03058895891263,-31.448619465334243,-82.55882669260463
-77,-76,-31,-86,-75.88192664429276,-76.02705372492919,-31.398355987675778,-82.67279404225424
-76,-76,-32,-85,-75.89429109389557,-76.02392113196152,-31.465843772733137,-82.74975009239274
-75,-76,-32,-86,-75.80045470913845,-76.02114638028324,-31.52579929052468,-82.85725463317209
-76,-76,-32,-83,-75.82138713363162,-76.01868941980362,-31.57907214431925,-82.8619708529161
-77,-77,-32,-82,-75.94525469198842,-76.13288575377938,-31.6264099949324,-82.83344280092604
-76,-76,-33,-84,-75.95099733654679,-76.11744722059535,-31.781065423593006,-82.87210927331849
-76,-77,-32,-86,-75.9561482210717,-76.22015818072055,-31.805614525406323,-82.975920915422
-76,-76,-33,-88,-75.9607664662857,-76.19455874684995,-31.939811096752678,-83.14251144533561
-76,-76,-32,-86,-75.96490568846123,-76.1718977222355,-31.946557707626948,-83.23679929299615
-76,-77,-32,-86,-75.96861440993894,-76.26850558464912,-31.95256161062118,-83.3279525976374
-76,-76,-32,-87,-75.97193646836469,-76.23719996263706,-31.957901920995045,-83.44907581378311
-76,-76,-32,-87,-75.97491141397484,-76.20950133498013,-31.962649959558686,-83.56601839722477
-76,-77,-32,-87,-75.97757488820608,-76.3019501285152,-31.966869845868267,-83.67896440535966
-76,-76,-33,-87,-75.97995897970327,-76.26665193341022,-32.083786546097485,-83.78808457853043
-76,-76,-32,-87,-75.9820925557548,-76.23543495129219,-32.07432062401639,-83.89353779714915
-76,-77,-33,-87,-75.98400156852826,-76.32507112898088,-32.17908860254651,-83.99547234550946
-76,-76,-32,-87,-75.9857093363811,-76.28697204559377,-32.158837745759584,-84.09402701111448
-76,-76,-33,-86,-75.98723680110658,-76.2532921495105,-32.25412166873294,-84.15653578810644
-76,-76,-32,-87,-75.98860276233621,-76.22352409502659,-32.22534736909305,-84.24990295292726
-76,-76,-32,-87,-75.9898240905241,-76.1972184528866,-32.19978916845408,-84.34020809386656
-76,-76,-32,-87,-75.99091592003289,-76.17397698091135,-32.177093964562495,-84.42756357025691
-76,-76,-33,-86,-75.99189182386222,-76.15344675885488,-32.27071441720043,-84.47922275444289
-76,-77,-32,-87,-75.9927639715315,-76.25347796682922,-32.23993067993014,-84.56215856887252
-76,-76,-32,-87,-75.99354327156973,-76.22355409828793,-32.21260728411627,-84.64240098322782
-76,-76,-32,-86,-75.99423949998524,-76.19712612923804,-32.18836063058569,-84.68711078427177
-76,-77,-32,-86,-75.99486141599992,-76.2921701363518,-32.16684891346039,-84.73041536711267
-76,-76,-32,-86,-75.99541686623864,-76.25760407967316,-32.147767652914645,-84.77235607238121
-76,-76,-32,-86,-75.99591287847089,-76.22708593516008,-32.130845704540754,-84.81297312624348
-75,-76,-33,-86,-75.88799893868737,-76.20014673658028,-32.23051122031146,-84.8523056704233
-76,-76,-33,-86,-75.900117388233,-76.17637137677436,-32.31866733564355,-84.89039179072027
-76,-76,-32,-86,-75.91094007210624,-76.15539238721034,-32.28216756923533,-84.9272685442009
-75,-76,-32,-86,-75.81209948915499,-76.13688448387283,-32.24980467191527,-84.96297198521727
-76,-76,-33,-85,-75.8324699939419,-76.12055976153422,-32.33596372970906,-84.96420616684952
-76,-76,-32,-85,-75.85065845238404,-76.10616344539355,-32.297384908348135,-84.965401246169
-76,-76,-32,-85,-75.86689499716616,-76.0934701275493,-32.26319211744843,-84.966558346663
-76,-77,-32,-85,-75.88138605889098,-76.20199459896925,-32.23289139125318,-84.967678567769
-76,-76,-32,-86,-75.89431670232676,-76.17784637921476,-32.20604419750214,-85.00231400094636
-77,-76,-32,-86,-76.0150095654277,-76.15655526422714,-32.18226107142211,-85.03583050972154
-76,-77,-32,-86,-76.01337436957921,-76.25766727528686,-32.16119606700675,-85.06826260439759
-76,-76,-32,-86,-76.01191498763082,-76.22680531489826,-32.14254188557134,-85.09964377908581
-76,-76,-33,-86,-76.01061288627228,-76.1996021072457,-32.241895440357666,-85.13000654267795
-76,-77,-32,-86,-76.00945141248178,-76.29573332349183,-32.213891950102386,-85.1593824484089
-76,-76,-32,-86,-76.00841562047148,-76.26023559261206,-32.18909736478359,-85.18780212213707
-76,-76,-32,-85,-76.00749210966406,-76.2289570292266,-32.167148201790134,-85.1814449580676
-76,-76,-32,-86,-76.00666887454523,-76.20140140016723,-32.14772163016498,-85.20919206684485
-77,-76,-33,-85,-76.11595492323029,-76.1771303175309,-32.24690296560939,-85.20209231828392
-76,-76,-32,-85,-76.10321525895571,-76.15575646802886,-32.21819466935328,-85.19522422582061
-76,-76,-32,-85,-76.09185885721304,-76.13693768349341,-32.19279067948281,-85.18858068191435
-76,-76,-32,-85,-76.0817379239209,-76.12037172309533,-32.170315040056245,-85.18215476993068
-76,-76,-32,-85,-76.07272003009604,-76.1057916673637,-32.150434023025305,-85.17593976107077
-76,-76,-32,-85,-76.06468660683088,-76.092961844278,-32.13285143396813,-85.16992911115605
-76,-76,-32,-85,-76.05753156438712,-76.08167422188993,-32.11730444664733,-85.16411645729245
-76,-76,-32,-85,-76.05116003177464,-76.0717452122607,-32.10355989966884,-85.15849561443586
-76,-76,-32,-85,-76.04548721103073,-76.06301283930947,-32.09141100032709,-85.15306057187883
-76,-76,-32,-85,-76.04043733916463,-76.05533422930914,-32.08067438928563,-85.147805489676
-76,-76,-32,-85,-76.03594275011135,-76.04858338776418,-32.07118752618476,-85.14272469502447
-76,-76,-32,-85,-76.03194302884859,-76.04264923059918,-32.06280636130569,-85.1378126786132
-76,-76,-32,-85,-76.02838424992771,-76.0374338411866,-32.05540326250703,-85.1330640909545
-76,-76,-32,-86,-76.02521829295351,-76.03285092788394,-32.04886517007041,-85.16297104157056
-76,-76,-32,-86,-76.02240222794383,-76.0288244595234,-32.043091955030754,-85.19187460177709
-76,-76,-32,-85,-76.01989776396003,-76.02528745876154,-32.03799495913721,-85.18524239792785
-77,-76,-32,-85,-76.12959333458693,-76.02218093539582,-32.03349569686942,-85.17883206699086
-76,-76,-32,-85,-76.11510956199332,-76.01945294372152,-32.02952470196989,-85.17263649794303
-76,-76,-32,-85,-76.10222731016357,-76.01705774976124,-32.02602050278095,-85.1666487924627
-76,-76,-32,-85,-76.09077192462549,-76.01495509577386,-32.02292871232038,-85.16086225949307
-76,-77,-34,-85,-76.08058739212998,-76.13651530806634,-32.25811181672062,-85.15527040987368
-77,-76,-32,-85,-76.18387159606608,-76.1197020670021,-32.227728426868396,-85.14986695104574
-76,-74,-32,-85,-76.16323713907313,-75.85827392881744,-32.200864261634145,-85.14464578183669
-76,-76,-32,-85,-76.14489393192673,-75.87552887665125,-32.17712339974897,-85.13960098732846
-76,-76,-32,-86,-76.1285909500173,-75.89072549364612,-32.156151631236675,-85.16964172667102
-76,-76,-32,-86,-76.11410413000483,-75.9040990353455,-32.13763283467915,-85.19865978398909
-76,-75,-32,-86,-76.10123357344877,-75.79321615822327,-32.12128543629283,-85.22668941062513
-76,-74,-32,-86,-76.08980102013017,-75.5734331975409,-32.10685903470243,-85.25376367910522
-73,-76,-33,-86,-75.74044928366757,-75.62529402204129,-32.21323950916426,-85.27991453110951
-77,-76,-32,-86,-75.87950474222345,-75.670955254809,-32.18786658092443,-85.30517282256424
-77,-76,-32,-86,-76.0031527876928,-75.71113636875916,-32.16548143398143,-85.32956836611078
-77,-76,-33,-86,-76.11318732100396,-75.74647832537038,-32.265051778577174,-85.35312997118007
-76,-75,-34,-86,-76.10068374859281,-75.65498707892753,-32.471917610557675,-85.37588548187686
-75,-76,-34,-86,-75.97871930719978,-75.69727740143385,-32.652795491572235,-85.39786181285619
-76,-75,-32,-83,-75.98107639469492,-75.61168138832213,-32.575866294759905,-85.31334594726943
-76,-75,-32,-81,-75.98317797203501,-75.53657773522612,-32.50789813293575,-85.16137188363807
-76,-75,-32,-87,-75.98505049811347,-75.47065795970548,-32.44785800166989,-85.22592568322031
-76,-76,-32,-88,-75.98671801580585,-75.53574171512888,-32.39483276121086,-85.32336370734724
-76,-75,-32,-93,-75.98820227793222,-75.4698190951073,-32.34801400717324,-85.59282971434796
-76,-75,-32,-87,-75.98952289860546,-75.41196608171234,-32.30668548131874,-85.64157819070263
-76,-75,-31,-84,-75.9906975162001,-75.3611911185173,-32.15128556414895,-85.5846355259577
-76,-74,-31,-88,-75.99174195871817,-75.19325310351438,-32.01481005144439,-85.6685097662825
-75,-74,-34,-86,-75.88024097957103,-75.04665472259511,-32.249727173176574,-85.68002417665039
-77,-74,-32,-86,-76.00598290810673,-74.9183697171192,-32.220439726856064,-85.69115731072297
-76,-76,-32,-87,-76.00531219986334,-75.05079776405474,-32.19451058197663,-85.73677113361695
-75,-76,-32,-89,-75.89241812421777,-75.16687092098563,-32.17157287912898,-85.85063216490555
-76,-75,-32,-86,-75.90448743258519,-75.14647126332315,-32.15129484114323,-85.85583868833503
-74,-76,-33,-85,-75.69046563982732,-75.25105655150114,-32.251801730518316,-85.82595829071428
-75,-76,-32,-85,-75.61345779506199,-75.34281788319173,-32.2219878081358,-85.7970806376696
-75,-77,-32,-85,-75.54495756875815,-75.54594063557131,-32.195659045519385,-85.76917417101716
-76,-77,-32,-94,-75.5958335480368,-75.7230630784675,-32.172416334595326,-86.05773327354069
